ADDRESS;COUNTRY_CODE;GEO_ID
Special Area No. 2, Alberta, Canada;CA;100482911
Rocky View County, Alberta, Canada;CA;103047618
Strathcona County, Alberta, Canada;CA;100544192
Parkland County, Alberta, Canada;CA;102312750
Red Deer County, Alberta, Canada;CA;107281977
Leduc County, Alberta, Canada;CA;105970030
Sturgeon County, Alberta, Canada;CA;101692474
Grande Prairie County No 1, Alberta, Canada;CA;104052705
Yellowhead County, Alberta, Canada;CA;104623147
Lac Ste Anne County, Alberta, Canada;CA;104888637
Cypress County, Alberta, Canada;CA;104161159
Northern Sunrise County, Alberta, Canada;CA;102002623
MacKenzie County, Alberta, Canada;CA;103374069
Brazeau County, Alberta, Canada;CA;105116425
Wetaskiwin County No 10, Alberta, Canada;CA;100902794
St Paul County No 19, Alberta, Canada;CA;101847255
Wheatland County, Alberta, Canada;CA;105586085
Beaver County, Alberta, Canada;CA;103207596
Clearwater County, Alberta, Canada;CA;102429630
Lethbridge County, Alberta, Canada;CA;107720556
Athabasca County, Alberta, Canada;CA;107449264
Bethel Census Area County, Alaska, United States;US;101671940
Valdez-Cordova Census Area County, Alaska, United States;US;100888696
Yukon-Koyukuk Census Area County, Alaska, United States;US;103958998
Nome Census Area County, Alaska, United States;US;100389384
Southeast Fairbanks Census Area County, Alaska, United States;US;106818372
Petersburg Census Area County, Alaska, United States;US;106093513
Prince of Wales-Hyder Census Area County, Alaska, United States;US;100257697
Aleutians West Census Area County, Alaska, United States;US;107043422
Hoonah-Angoon Census Area County, Alaska, United States;US;101952076
Dillingham Census Area County, Alaska, United States;US;100713874
Kusilvak Census Area County, Alaska, United States;US;104435217
Valdez–Cordova Census Area County, Alaska, United States;US;100894437
Yukon–Koyukuk Census Area County, Alaska, United States;US;100758448
Petersburg Borough County, Alaska, United States;US;100523228
Anchorage Borough County, Alaska, United States;US;105709386
Fairbanks North Star Borough County, Alaska, United States;US;105247277
Matanuska-Susitna Borough County, Alaska, United States;US;105728944
Kenai Peninsula Borough County, Alaska, United States;US;106662314
Juneau Borough County, Alaska, United States;US;102683954
Ketchikan Gateway Borough County, Alaska, United States;US;102352163
Kodiak Island Borough County, Alaska, United States;US;107056228
Sitka Borough County, Alaska, United States;US;101293895
North Slope Borough County, Alaska, United States;US;100146565
Northwest Arctic Borough County, Alaska, United States;US;106714660
Greater Florence-Muscle Shoals, Alabama Area;US;90000265
Jefferson County, Alabama, United States;US;105185483
Madison County, Alabama, United States;US;105266488
Mobile County, Alabama, United States;US;106566808
Montgomery County, Alabama, United States;US;105392279
Tuscaloosa County, Alabama, United States;US;103754985
Baldwin County, Alabama, United States;US;106874993
Lee County, Alabama, United States;US;104352157
Shelby County, Alabama, United States;US;100092928
Calhoun County, Alabama, United States;US;100784614
Morgan County, Alabama, United States;US;104014214
Houston County, Alabama, United States;US;102295421
Lauderdale County, Alabama, United States;US;104804415
Etowah County, Alabama, United States;US;100431713
St. Clair County, Alabama, United States;US;106492090
Marshall County, Alabama, United States;US;103309061
Elmore County, Alabama, United States;US;102383737
Russell County, Alabama, United States;US;100860385
Limestone County, Alabama, United States;US;101707125
Cullman County, Alabama, United States;US;104608353
Talladega County, Alabama, United States;US;107084682
Greater Fayetteville, AR Area;US;90000258
Jonesboro-Paragould combined statistical area County, Arkansas, United States;US;101765983
Pulaski County, Arkansas, United States;US;100929268
Arkansas County, Arkansas, United States;US;103660812
Benton County, Arkansas, United States;US;107093795
Washington County, Arkansas, United States;US;106227017
Faulkner County, Arkansas, United States;US;101332886
